category,name,grade,address,website,rating,rank,notes,lat,lng
elementary,Golf Road Junior Public School,JK-06,"730 Scarborough Golf Club Rd Toronto, ON M1G1H7",https://www.tdsb.on.ca/Find-your/Schools/schno/4528,5.2/10,2157/3046,,43.7636723,-79.2173624
elementary,John McCrae Senior Public School,JK-08,"431 McCowan Rd Toronto, ON M1J1J1",https://www.tdsb.on.ca/Find-your/Schools/schno/4610,5.2/10,2157/3046,,43.7435262,-79.2398522
elementary,Macklin Public School,JK-08,"136 Ingleton Boulevard Toronto, ON M1V2Y4",https://www.tdsb.on.ca/Find-your/Schools/schno/4650,5.2/10,2157/3046,,43.8219194,-79.2675035
elementary,Our Lady of Fatima Catholic School,JK-08,"3176 St Clair Ave E Toronto, ON M1L1V6",http://ourladyoffatima.tcdsb.org/,5.2/10,2157/3046,,43.7102374,-79.2934991
elementary,St John Bosco Catholic School,JK-08,"75 Holmesdale Road Toronto, ON M6E1Y2",http://stjohnbosco.tcdsb.org/,5.2/10,2157/3046,,43.6887892,-79.4504849
elementary,Cordella Junior Public School,JK-06,"175 Cordella Ave Toronto, ON M6N2K1",https://www.tdsb.on.ca/Find-your/Schools/schno/6113,5.1/10,2210/3046,,43.6790915,-79.4874537
elementary,École élémentaire Laure-Rièse,JK-08,"339 Circle Alton Towers Toronto, ON M1V5E3",https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-laure-riese/,5.1/10,2210/3046,,,
elementary,St Anthony Catholic School,JK-08,"130 Shanly Street Toronto, ON M6H1L9",http://stanthony.tcdsb.org/,5.1/10,2210/3046,,43.6637143,-79.4349468
elementary,St Dunstan Separate School,JK-08,"14 Pharmacy Ave Toronto, ON M1L3E4",http://stdunstan.tcdsb.org/,5.1/10,2210/3046,,43.6934418,-79.2841979
elementary,St Helen Separate School,JK-08,"1196 College St Toronto, ON M6H1B8",http://sthelen.tcdsb.org/,5.1/10,2210/3046,,43.6522965,-79.4355678
elementary,St Martin de Porres Separate School,JK-08,"230 Morningside Ave Toronto, ON M1E3E1",http://stmartindeporres.tcdsb.org/,5.1/10,2210/3046,,43.7670828,-79.1868311
elementary,Terraview-Willowfield Public School,JK-08,"95 Pachino Blvd Toronto, ON M1R4K1",https://www.tdsb.on.ca/Find-your/Schools/schno/4786,5.1/10,2210/3046,,43.7634546,-79.3082185
elementary,Dorset Park Public School,JK-08,"28 Blaisdale Rd Toronto, ON M1P1V6",https://www.tdsb.on.ca/Find-your/Schools/schno/4444,5.0/10,2263/3046,,43.7500423,-79.2796148
elementary,Harwood Public School,JK-08,"50 Leigh St Toronto, ON M6N3X3",https://www.tdsb.on.ca/Find-your/Schools/schno/6140,5.0/10,2263/3046,,43.6759367,-79.4789335
elementary,St Gabriel Catholic School,JK-08,"396 Spring Garden Avenue Toronto, ON M2N3H5",http://stgabriel.tcdsb.org/,5.0/10,2263/3046,,43.7689305,-79.3906004
elementary,St Kevin Separate School,JK-08,"15 Murray Glen Drive Toronto, ON M1R3J6",http://stkevin.tcdsb.org/,5.0/10,2263/3046,,43.7501379,-79.3059880
elementary,St Matthew Separate School,JK-08,"18 Lavender Road Toronto, ON M6N2B5",http://stmatthew.tcdsb.org/,5.0/10,2263/3046,,43.6807783,-79.4679564
elementary,St Wilfrid,JK-08,"1685 Finch Avenue W Toronto, ON M3J2G8",http://stwilfrid.tcdsb.org/,5.0/10,2263/3046,,43.7604456,-79.5032254
elementary,Fairmount Public School,JK-08,"31 Sloley Rd Toronto, ON M1M1C7",https://www.tdsb.on.ca/Find-your/Schools/schno/4480,4.9/10,2315/3046,,43.7192840,-79.2305920
elementary,Our Lady of Guadalupe Catholic,JK-08,"3105 Don Mills Rd Toronto, ON M2J3C2",http://ourladyofguadalupe.tcdsb.org/,4.9/10,2315/3046,,43.7899642,-79.3532149
elementary,St Bernard Separate School,JK-08,"12 Duckworth St Toronto, ON M6M4W4",http://stbernard.tcdsb.org/,4.9/10,2315/3046,,43.7024247,-79.5004564
elementary,St Charles Separate School,JK-08,"50 Claver Ave Toronto, ON M6B2W",http://stcharles.tcdsb.org/,4.9/10,2315/3046,,,
elementary,Tam O'Shanter Junior Public School,JK-06,"21 King Henrys Blvd Toronto, ON M1T2V3",https://www.tdsb.on.ca/Find-your/Schools/schno/4734,4.9/10,2315/3046,,43.7852139,-79.2972309
elementary,Walter Perry Junior Public School,JK-06,"45 Falmouth Ave Toronto, ON M1K4M7",https://www.tdsb.on.ca/Find-your/Schools/schno/4750,4.9/10,2315/3046,,43.7334731,-79.2513829
elementary,Carleton Village Junior and Senior Public School,JK-08,"315 Osler St Toronto, ON M6N2Z4",https://www.tdsb.on.ca/Find-your/Schools/schno/5209,4.8/10,2361/3046,,43.6722468,-79.4603692
elementary,Elmbank Junior Middle Academy,JK-08,"10 Pittsboro Dr Toronto, ON M9V3R4",https://www.tdsb.on.ca/Find-your/Schools/schno/2066,4.8/10,2361/3046,,43.7359156,-79.5899927
elementary,Greenholme Junior Middle School,JK-08,"10 Jamestown Crescent, Toronto, ON M9V3M5",https://www.tdsb.on.ca/Find-your/Schools/schno/2065,4.8/10,2361/3046,,43.7348108,-79.5829514
elementary,École publique Maison Montessori,JK-08,"116 Parkway Cornelius, Toronto, ON M6L2K5",https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-mathieu-da-costa/,4.8/10,2361/3046,,43.7178752,-79.4757977
elementary,St Andrew Separate School,JK-08,"2533 Kipling Ave Toronto, ON M9V3A8",http://standrew.tcdsb.org/,4.8/10,2361/3046,,43.7449407,-79.5819279
elementary,St Jude Catholic School,JK-08,"3251 Weston Rd Toronto, ON M9M2T9",http://stjude.tcdsb.org/,4.8/10,2361/3046,,43.7403343,-79.5389179
elementary,Alexander Stirling Public School,JK-08,"70 Fawcett Trail Toronto, ON M1B3A9",https://www.tdsb.on.ca/Find-your/Schools/schno/4639,4.7/10,2400/3046,,43.8117478,-79.2076773
elementary,H A Halbert Junior Public School,JK-06,"31 McCowan Rd Toronto, ON M1M3L7",https://www.tdsb.on.ca/Find-your/Schools/schno/4546,4.7/10,2400/3046,,43.7273081,-79.2331558
elementary,St Alphonsus Catholic School,JK-08,"60 Atlas Ave Toronto, ON M6C3N9",http://stalphonsus.tcdsb.org/,4.7/10,2400/3046,,43.6829106,-79.4321052
elementary,St Bruno Catholic School,JK-08,"402 Melita Crescent Toronto, ON M6G3X6",http://stbruno.tcdsb.org/,4.7/10,2400/3046,,43.6722025,-79.4249372
elementary,St Martha School,JK-08,"1865 Sheppard Ave W, Toronto, ON M3L1Y5",http://stmartha.tcdsb.org/,4.7/10,2400/3046,,43.7408300,-79.5022196
elementary,Chief Dan George Public School,JK-08,"185 Generation Blvd Toronto, ON M1B2K5",https://www.tdsb.on.ca/Find-your/Schools/schno/4722,4.6/10,2449/3046,,43.8026292,-79.1643853
elementary,Fairbank Middle School,JK-08,"2335 Dufferin St, Toronto, ON M6E3S5",https://www.tdsb.on.ca/Find-your/Schools/schno/6225,4.6/10,2449/3046,,43.6943719,-79.4487454
elementary,Grey Owl Junior Public School,JK-06,"150 Wickson Trail Toronto, ON M1B1M4",https://www.tdsb.on.ca/Find-your/Schools/schno/4536,4.6/10,2449/3046,,43.8041163,-79.2134503
elementary,St Francis de Sales School,JK-08,"333 Firgrove Cres Toronto, ON M3N1K9",http://stfrancisdesales.tcdsb.org/,4.6/10,2449/3046,,43.7543925,-79.5183573
elementary,St Mary Elementary School,JK-08,"20 Portugal Sq Toronto, ON M6H1M4",http://stmary.tcdsb.org/,4.6/10,2449/3046,,43.6456164,-79.4047087
elementary,General Crerar Public School,JK-08,"30 McGregor Rd Toronto, ON M1P1C8",https://www.tdsb.on.ca/Find-your/Schools/schno/4498,4.5/10,2491/3046,,43.7455956,-79.2795145
elementary,Gledhill Junior Public School,JK-05,"2 Gledhill Ave Toronto, ON M4C5K6",https://www.tdsb.on.ca/Find-your/Schools/schno/5228,4.5/10,2491/3046,,43.6875978,-79.3098837
elementary,Pauline Johnson Junior Public School,JK-06,"35 Dunmurray Blvd Toronto, ON M1T2K2",http://schools.tdsb.on.ca/paulinejohnson/,4.5/10,2491/3046,,43.7849155,-79.3034645
elementary,Sacred Heart Separate School,JK-08,"75 Hupfield Trail Toronto, ON M1B4S3",https://www.tcdsb.org/schools/sacredheart/Pages/default.aspx,4.5/10,2491/3046,,43.8118934,-79.2207188
elementary,J R Wilcox Community School,JK-08,"231 Ava Rd Toronto, ON M6C1X3",https://www.tdsb.on.ca/Find-your/Schools/schno/6152,4.4/10,2529/3046,,43.6945822,-79.4362566
elementary,Lucy Maud Montgomery Public School,JK-08,"95 Murison Blvd Toronto, ON M1B2L6",https://www.tdsb.on.ca/Find-your/Schools/schno/4637,4.4/10,2529/3046,,43.7970979,-79.2089220
elementary,Lynngate Junior Public School,JK-06,"129 Cass Ave Toronto, ON M1T2B5",https://www.tdsb.on.ca/Find-your/Schools/schno/4630,4.4/10,2529/3046,,43.7763045,-79.3005797
elementary,St Catherine Separate School,JK-08,"30 Roanoke Rd Toronto, ON M3A1E9",http://stcatherine.tcdsb.org/,4.4/10,2529/3046,,43.7426663,-79.3247085
elementary,Blessed Trinity Catholic School,JK-08,"3205 Bayview Ave Toronto, ON M2K1G3",http://blessedtrinity.tcdsb.org/,4.3/10,2560/3046,,43.7867562,-79.3913970
elementary,Essex Junior and Senior Public School,JK-08,"50 Essex St East Building Toronto, ON M6G1T3",http://essexpublicschool.com/,4.3/10,2560/3046,,,
elementary,General Brock Public School,JK-08,"140 Chestnut Cres, Toronto, ON M1L1Y5",https://www.tdsb.on.ca/find-your/schools/schno/4492,4.3/10,2560/3046,,43.7191105,-79.2751138
elementary,Rawlinson Community School,JK-08,"231 Glenholme Ave Toronto, ON M6E3C7",https://www.tdsb.on.ca/Find-your/Schools/schno/6367,4.3/10,2560/3046,,43.6839442,-79.4395836
elementary,St Gerald Separate School,JK-08,"200 Old Sheppard Ave, Toronto, ON M2J3L9",http://stgerald.tcdsb.org/,4.3/10,2560/3046,,43.7811245,-79.3266267
elementary,St Nicholas of Bari Separate School,JK-08,"363 Rogers Rd Toronto, ON M6E1R6",http://stnicholasofbari.tcdsb.org/,4.3/10,2560/3046,,43.6819323,-79.4599864
elementary,King Edward Junior and Senior Public School,JK-08,"112 Lippincott St Toronto, ON M5S2P1",https://www.tdsb.on.ca/Find-your/Schools/schno/5247,4.2/10,2594/3046,,43.6580373,-79.4076004
elementary,St James Separate School,JK-08,"230 Humbercrest Blvd Toronto, ON M6S4L3",http://stjames.tcdsb.org/,4.2/10,2594/3046,,43.6647176,-79.4953411
elementary,D'Arcy McGee Catholic School,JK-08,"20 Bansley Ave Toronto, ON M6E2A2",http://darcymcgee.tcdsb.org/,4.1/10,2622/3046,,43.6921284,-79.4433142
elementary,Grenoble Public School,JK-06,"9 Grenoble Dr Toronto, ON M3C1C3",https://www.tdsb.on.ca/Find-your/Schools/schno/3152,4.1/10,2622/3046,,43.7151987,-79.3324694
elementary,St Angela Catholic School,JK-08,"220 Mount Olive, Dr Toronto, ON M9V3Z5",http://stangela.tcdsb.org/,4.1/10,2622/3046,,,
elementary,Cedar Drive Junior Public School,JK-06,"21 Gatesview Ave Toronto, ON M1J3G4",https://www.tdsb.on.ca/Find-your/Schools/schno/4376,4.0/10,2652/3046,,43.7464992,-79.2150818
elementary,Military Trail Public School,JK-08,"701 Military Trail Toronto, ON M1E4P6",https://www.tdsb.on.ca/Find-your/Schools/schno/4670,4.0/10,2652/3046,,43.7895947,-79.1973060
elementary,Portage Trail Jr Community School,JK-08,"100 Sidney Belsey Cres Toronto, ON M6M5H6",https://www.tdsb.on.ca/Find-your/Schools/schno/6195,4.0/10,2652/3046,,43.6925464,-79.5097077
elementary,St Barbara Separate School,JK-08,"25 Janray Dr, Toronto, ON M1G1Y2",http://stbarbara.tcdsb.org/,4.0/10,2652/3046,,43.7619047,-79.2186440
elementary,Warden Avenue Public School,JK-08,"644 Warden Ave Toronto, ON M1L3Z3",https://www.tdsb.on.ca/Find-your/Schools/schno/4756,4.0/10,2652/3046,,43.7000587,-79.2773939
elementary,Willow Park Junior Public School,JK-06,"45 Windover Dr Toronto, ON M1G1P1",https://www.tdsb.on.ca/Find-your/Schools/schno/4792,4.0/10,2652/3046,,43.7610423,-79.2092102
elementary,J G Workman Public School,JK-08,"487 Birchmount Rd Toronto, ON M1K1N7",https://www.tdsb.on.ca/Find-your/Schools/schno/4600,3.9/10,2680/3046,,43.7074995,-79.2664635
elementary,Maryvale Public School,JK-08,"1325 Pharmacy Ave Toronto, ON M1R2J1",https://www.tdsb.on.ca/Find-your/Schools/schno/4648,3.9/10,2680/3046,,43.7547459,-79.3080771
elementary,St Albert Separate School,JK-08,"1125 Midland Ave Toronto, ON M1K4H2",http://stalbert.tcdsb.org/,3.9/10,2680/3046,,43.7438256,-79.2608490
elementary,St Elizabeth Seton Separate School,JK-08,"25 Havenview Rd Toronto, ON M1S3A4",http://stelizabethseton.tcdsb.org/,3.9/10,2680/3046,,43.7891015,-79.2464560
elementary,St Ursula Separate School,JK-08,"215 Livingston Rd Toronto, ON M1E1L8",http://stursula.tcdsb.org/,3.9/10,2680/3046,,43.7498880,-79.1988112
elementary,Immaculate Conception Separate School,JK-08,"23 Comay Rd, Toronto, ON M6M2K9",http://immaculateconception.tcdsb.org/,3.8/10,2711/3046,,43.6977098,-79.4778510
elementary,Knob Hill Junior Public School,JK-06,"25 Seminole Ave Toronto, ON M1J1M8",https://www.tdsb.on.ca/Find-your/Schools/schno/4612,3.8/10,2711/3046,,43.7452981,-79.2497470
elementary,Manhattan Park Junior Public School,JK-06,"90 Manhattan Dr Toronto, ON M1R3V8",https://www.tdsb.on.ca/Find-your/Schools/schno/4642,3.8/10,2711/3046,,43.7534663,-79.2953298
elementary,Our Lady of the Assumption Separate School,JK-08,"125 Glenmount Ave Toronto, ON M6B3C2",http://ourladyoftheassumption.tcdsb.org/,3.8/10,2711/3046,,43.7164212,-79.4313034
elementary,St Columba Catholic School,JK-08,"10 John Tabor Trail Toronto, ON M1B1M9",http://stcolumba.tcdsb.org/,3.8/10,2711/3046,,43.8064810,-79.2115456
elementary,Galloway Road Public School,JK-08,"192 Galloway Rd Toronto, ON M1E1X2",https://www.tdsb.on.ca/Find-your/Schools/schno/4486,3.7/10,2735/3046,,43.7650046,-79.1965400
elementary,Santa Maria Separate School,JK-08,"25 Avon Ave Toronto, ON M6N4X8",http://santamaria.tcdsb.org/,3.7/10,2735/3046,,43.6813295,-79.4776908
elementary,St Margaret's Public School,JK-08,"235 Galloway Rd Toronto, ON M1E1X5",https://www.tdsb.on.ca/Find-your/Schools/schno/4728,3.7/10,2735/3046,,43.7684325,-79.1953253
elementary,Stella Maris Separate School,JK-08,"31 Ascot Ave Toronto, ON M6E1E6",http://stellamaris.tcdsb.org/,3.7/10,2735/3046,,43.6792896,-79.4447627
elementary,St Joseph Elementary School,JK-08,"176 Leslie St Toronto, ON M4M3C7",https://www.tcdsb.org/schools/stjoseph/Pages/default.aspx,3.6/10,2765/3046,,43.6658207,-79.3319558
elementary,Our Lady of Victory Separate School,JK-08,"70 Guestville Ave Toronto, ON M6N4N3",http://ourladyofvictory.tcdsb.org/,3.4/10,2815/3046,,43.6835639,-79.4900087
elementary,General Mercer Junior Public School,JK-06,"30 Turnberry Ave Toronto, ON M6N1P8",https://www.tdsb.on.ca/Find-your/Schools/schno/5277,3.3/10,2835/3046,,43.6794687,-79.4642465
elementary,St Stephen Separate School,JK-08,"55 Golfdown Dr Toronto, ON M9W2H8",http://ststephen.tcdsb.org/,3.3/10,2835/3046,,43.7216216,-79.5542419
elementary,Chester Le Junior Public School,JK-06,"201 Chester Le Blvd Toronto, ON M1W2K7",https://www.tdsb.on.ca/Find-your/Schools/schno/4389,3.2/10,2848/3046,,43.7987344,-79.3307145
elementary,Joseph Brant Senior Public School,JK-08,"270 Manse Rd Toronto, ON M1E3V4",https://www.tdsb.on.ca/Find-your/Schools/schno/4611,3.2/10,2848/3046,,43.7669552,-79.1762837
elementary,West Hill Public School,JK-08,"299 Morningside Ave Toronto, ON M1E3G1",https://www.tdsb.on.ca/Find-your/Schools/schno/4762,3.2/10,2848/3046,,43.7728030,-79.1860176
elementary,Holy Family Catholic,JK-08,"141 Close Ave Toronto, ON M6K2V6",http://holyfamily.tcdsb.org/,3.0/10,2875/3046,,43.6385275,-79.4346849
elementary,Parkdale Junior and Senior Public School,JK-08,"78 Seaforth Ave Toronto, ON M6K3L2",https://www.tdsb.on.ca/Find-your/Schools/schno/5262,2.8/10,2904/3046,,43.6436389,-79.4371449
elementary,https://www.tdsb.on.ca/Find-your/Schools/schno/5262,JK-08,"20 Stong Crt, Toronto, ON M3N2X9",http://stcharlesgarnier.tcdsb.org/,2.8/10,2904/3046,,43.7627194,-79.5180516
elementary,Epiphany of our Lord Catholic Academy,JK-08,"3150 Pharmacy Ave Toronto, ON M1W3J5",http://epiphanyofourlord.tcdsb.org/,2.5/10,2932/3046,,43.7990708,-79.3292627
elementary,St Dorothy Catholic School,JK-08,"155 John Garland Blvd Toronto, ON M9V1N7",http://stdorothy.tcdsb.org/,2.5/10,2932/3046,,43.7314351,-79.5919612
elementary,St Roch Separate School,JK-08,"174 Duncanwoods Dr Toronto, ON M9L2E3",http://stroch.tcdsb.org/,2.5/10,2932/3046,,43.7537587,-79.5666888
elementary,Eastview Junior Public School,JK-06,"20 Waldock St Toronto, ON M1E2E5",https://www.tdsb.on.ca/Find-your/Schools/schno/4450,2.3/10,2951/3046,,43.7590060,-79.1912126
elementary,Ionview Public School,JK-08,"90 Ionview Rd Toronto, ON M1K2Z9",https://www.tdsb.on.ca/Find-your/Schools/schno/4594,2.0/10,2966/3046,,43.7378772,-79.2747666
elementary,R J Lang Elementary and Middle School,JK-08,"227 Drewry Ave, Toronto, ON M2M1E3",https://www.tdsb.on.ca/Find-your/Schools/schno/3233,1.9/10,2971/3046,,43.7838136,-79.4267564
elementary,Highland Heights Junior Public School,JK-06,"35 Glendower Circt Toronto, ON M1T2Z3",https://www.tdsb.on.ca/Find-your/Schools/schno/4573,1.8/10,2976/3046,,43.7943010,-79.3002050
elementary,First Nations School of Toronto,JK-12,"935 Dundas St E, Toronto, ON M4M1R4",https://www.tdsb.on.ca/Find-your/Schools/schno/5360,1.6/10,2985/3046,,43.6622457,-79.3484226
elementary,F H Miller Junior Public School,JK-06,"300 Caledonia Rd Toronto, ON M6E4T5",https://www.tdsb.on.ca/Find-your/Schools/schno/6128,0.7/10,3011/3046,,43.6837538,-79.4590275
elementary,St Sebastian,K-08,"717 Brock Ave Toronto, ON M6H3P1",http://stsebastian.tcdsb.org/,10/10,1/3046,,43.6623625,-79.4396902
elementary,Africentric Alternative School,,,,5.3,2041/3037,,43.7454283,-79.4908554
elementary,Agincourt Jr Public School,,,,6.8,1048/3037,,43.788404,-79.2836628
elementary,Annunciation Catholic School,,,,7.5,577/3037,,43.7530806,-79.3235638
elementary,Agnes Macphail,JK-08,"112 Goldhawk Trail, Toronto, Ontario",http://schoolweb.tdsb.on.ca/agnesmacphail/,8.9,108/3021,,43.8194003,-79.2786051
elementary,Alexander Stirling,,"70 Fawcett Trail, Toronto, Ontario",http://schoolweb.tdsb.on.ca/alexanderstirling,3.1,2807/3021,,43.8117478,-79.2076773
elementary,Alexander Stirling Public School,JK-08,"70 Fawcett Trail, Toronto, Ontario",https://schoolweb.tdsb.on.ca/alexanderstirling/,3.1,2807/3021,,43.8117478,-79.2076773
elementary,Alexander Stirling,JK-08,"70 Fawcett Trail, Toronto, Ontario",http://schoolweb.tdsb.on.ca/alexanderstirling,3.1,2807/3021,,43.8117478,-79.2076773
elementary,All Saints Catholic Elementary School,K-08,"1435 Royal York Road, Etobicoke, ON M9P 3A7",https://www.tcdsb.org/o/allsaints,6.4,1300/3021,,43.6854472,-79.5269473
elementary,Alvin Curling Public School,JK-08,"50 Upper Rouge Trail, Toronto, Ontario",https://schoolweb.tdsb.on.ca/alvincurling,8.0,337/3021,,43.8083403,-79.1907064
elementary,Annunciation Catholic School,JK-08,"65 Avonwick Gate, Toronto, Ontario",https://www.tcdsb.org/o/annunciation,6.3,1366/3021,,43.7532568,-79.3204762
elementary,Anson S Taylor Junior Public School,JK-06,"20 Placentia Blvd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/ansonstaylor,8.3,231/3021,,43.8043826,-79.2614000
elementary,Armour Heights Public School,JK-08,"148 Wilson Ave, Toronto, Ontario",https://schoolweb.tdsb.on.ca/armourheights,7.5,571/3021,,43.7415078,-79.4198266
elementary,Avondale Public School,JK-08,"171 Avondale Ave, Toronto, Ontario",https://schoolweb.tdsb.on.ca/avondale,6.8,1026/3021,,43.7593892,-79.4007222
elementary,Avondale Alternative,JK-08,"171 Avondale Ave, Toronto, Ontario",https://schoolweb.tdsb.on.ca/avondale,10,1/3021,,43.7593892,-79.4007222
elementary,Banting and Best Public School,JK-08,"380 Goldhawk Trail, Toronto, Ontario",https://schoolweb.tdsb.on.ca/banting,5.5,1934/3021,,43.8267250,-79.2799491
elementary,Bellmere Junior Public School,JK-06,"470 Brimorton Dr, Toronto, Ontario",https://schoolweb.tdsb.on.ca/bellmere/,6.2,1444/3021,,43.7717057,-79.2352713
elementary,Bendale Junior Public School,JK-06,"61 Benshire Dr, Toronto, Ontario",https://schoolweb.tdsb.on.ca/bendalejr/,6.9,963/3021,,43.7623853,-79.2447038
elementary,Berner Trail Junior Public School,JK-06,"120 Berner Trail, Toronto, Ontario",https://www.tdsb.on.ca/Find-your/Schools/schno/4332,4.2,2505/3021,,43.8013204,-79.2217834
elementary,Beverly Glen Junior Public School,JK-06,"85 Beverly Glen Blvd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/beverlyglen/,8.4,209/3021,,43.7984984,-79.3232365
elementary,Bialik Hebrew Day School,JK-08,"2760 Bathurst St, Toronto, Ontario",https://bialik.ca/,8.1,299/3021,,43.7106435,-79.4278988
elementary,Birch Cliff Public School,JK-08,"1650 Kingston Rd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/birchcliff,5.7,1807/3021,,43.6916230,-79.2650068
elementary,Birch Cliff Heights Public School,JK-08,"120 Highview Ave, Toronto, Ontario",https://schoolweb.tdsb.on.ca/birchcliffhts,5.2,2081/3021,,43.7021122,-79.2600905
elementary,Bishop Macdonell Catholic Elementary School,JK-06,"20 Brunel Crt, Toronto, Ontario",https://www.tcdsb.org/o/bishopmacdonell,7.2,751/3021,,43.6390684,-79.3945306
elementary,Blantyre Public School,JK-08,"290 Blantyre Ave, Scarborough, ON, M1N 2S4",https://www.tdsb.on.ca/Find-your/Schools/schno/4348,5.6,1868/3021,,43.6849489,-79.2840922
elementary,Blessed John XXIII Catholic School,JK-08,"175 Grenoble Dr, Toronto, Ontario",https://www.tcdsb.org/o/stjohnxxiii,6.2,1444/3021,,43.7125938,-79.3296635
elementary,St. Kateri Tekakwitha Catholic School,JK-08,"70 Margaret Avenue, North York, ON M2J 4C5",https://www.tcdsb.org/o/stkateritekakwitha,6.3,1366/3021,,43.7858795,-79.3380394
elementary,Blessed Margherita Catholic School,JK-08,"108 Spenvalley Dr, Toronto, Ontario",https://www.tcdsb.org/o/stmargherita,5.9,1664/3021,,43.7438578,-79.5079122
elementary,Blessed Pier Giorgio Frassati Catholic School,JK-08,"8 Seasons Dr, Toronto, Ontario",https://www.tcdsb.org/o/blessedpiergiorgiofrassati,5.9,1664/3021,,43.8301208,-79.2326333
elementary,Blessed Sacrament Catholic School,JK-08,"24 Bedford Park Ave, Toronto, Ontario",https://www.compareschoolrankings.org/school/on/elementary/690538,8.5,175/3021,,43.7276322,-79.4039273
elementary,Blessed Trinity Catholic School,JK-08,"3205 Bayview Ave, Toronto, Ontario",https://www.tcdsb.org/o/blessedtrinity,3.7,2677/3021,,43.7867562,-79.3913970
elementary,Bowmore Road Junior and Senior Public School,JK-08,"80 Bowmore Rd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/bowmore,5.9,1664/3021,,43.6760819,-79.3146401
elementary,Bridlewood Junior Public School,JK-06,"60 Bridlewood Blvd, Toronto, Ontario",https://www.tdsb.on.ca/Find-your/Schools/schno/4354,8.5,175/3021,,43.7813137,-79.3155213
elementary,Brimwood Boulevard Jr Public School,JK-06,"151 Brimwood Blvd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/brimwood,6.6,1165/3021,,43.8112926,-79.2744242
elementary,Brookside Public School,JK-08,"75 Oasis Blvd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/brookside,7.0,888/3021,,43.8300911,-79.2335763
elementary,Buchanan Public School,JK-08,"4 Bucannan Rd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/buchanan,4.0,2564/3021,,43.7523742,-79.3002567
elementary,Burrows Hall Junior Public School,JK-06,"151 Burrows Hall Blvd, Toronto, Ontario",https://schoolweb.tdsb.on.ca/burrowshall,8.5,175/3021,,43.7927623,-79.2288111
elementary,Charles E Webster Public School,JK-08,"place 1900 Keele St, Toronto, Ontario",https://schoolweb.tdsb.on.ca/cewebster,2.4,2916/3021,,,
elementary,École élémentaire Charles-Sauriol,JK-08,"55 avenue Pelham, Toronto, Ontario",https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-charles-sauriol?gad_source=1&gclid=Cj0KCQjwiuC2BhDSARIsALOVfBLX0Io3qKZSd6Cl-Bq9thrvd7MINVrJOE8zMGsp4tioH91S8ASyhL4aAlScEALw_wcB,9.7,29/3021,,43.6676339,-79.4551429
elementary,D'Arcy McGee Catholic School,JK-08,"20 Bansley Ave, Toronto, Ontario",https://www.tcdsb.org/o/darcymcgee,3.2,2788/3021,,43.6921284,-79.4433142
elementary,Gabrielle-Roy Elementary School,JK-08,"14 rue Pembroke, Toronto, Ontario",https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-gabrielle-roy/,8.1,299/3021,,,
elementary,Georges-Étienne-Cartier,,"250 chemin Gainsborough, Toronto, Ontario",http://gec.csdccs.edu.on.ca,7.4,626/3021,,,
elementary,Georges-Étienne-Cartier Catholic School,JK-08,"250 chemin Gainsborough, Toronto, Ontario",https://george-etienne-cartier.ecolecatholique.ca/,7.4,626/3021,,,
elementary,Harwood Public School,JK-08,"50 Leigh St, Toronto, Ontario",http://schoolweb.tdsb.on.ca/harwood,6.8,1026/3021,,43.6759367,-79.4789335
elementary,Humewood Public School,JK-08,"15 Cherrywood Ave, Toronto, Ontario",http://schoolweb.tdsb.on.ca/humewood,6.8,1026/3021,,43.6868510,-79.4281109
elementary,Holy Rosary Catholic School,JK-08,"308 Tweedsmuir Ave, Toronto, Ontario",http://holyrosary.tcdsb.org,8.7,130/3021,,43.6849259,-79.4143140
elementary,Holy Name Catholic School,JK-08,"690 Carlaw Ave, Toronto, Ontario",http://holyname.tcdsb.org,7.3,687/3021,,43.6774418,-79.3472396
elementary,Holy Family Catholic School,JK-08,"141 Close Ave, Toronto, Ontario",http://holyfamily.tcdsb.org,2.7,2878/3021,,43.6385275,-79.4346849
elementary,Holy Cross Catholic School,JK-08,"299AA Donlands Ave, Toronto, Ontario",http://holycross.tcdsb.org,5.1,2146/3021,,43.6851475,-79.3392291
elementary,Hawthorne II Bilingual Public School,JK-08,"50 Essex St, Toronto, Ontario",http://www.hawthorne2bilingual.com/,6.8,1026/3021,,43.6683811,-79.4224004
elementary,Jean Lumb Public School,JK-08,"20 Brunel Ct, Toronto, Ontario",http://www.tdsb.on.ca,5.8,1729/3021,,43.6390684,-79.3945306
