category,name,grade,address,website,rating,rank,notes,lat,lng
elementary,Adam Beck Junior Public School,JK-06,"400 Scarborough Rd, Toronto, ON",http://schools.tdsb.on.ca/adambeck,7.1,808/3021,,43.6833666,-79.2889715
elementary,Albion Heights Junior Middle School,JK-08,"45 Lynmont Road, Etobicoke, ON",http://schools.tdsb.on.ca/albionheights,4.1,2535/3021,,43.7312614,-79.5938031
elementary,Alexander Muir/Gladstone Ave Jr and Sr Public School,JK-08,"108 Gladstone Ave, Toronto",n/a,7,888/3021,,43.6464573,-79.4293902
elementary,Allenby Junior Public School,JK-06,"391 St Clements Ave, Toronto",http://schools.tdsb.on.ca/allenby,9,91/3021,,43.7096422,-79.4120585
elementary,Annette Street Jr and Sr Public School,JK-08,"265 Annette Street, Toronto",http://www.annettestreetpublicschool.weebly.com/,7.6,516/3021,,43.6613668,-79.4731219
elementary,Balmy Beach Community School,JK-06,"14 Pine Ave, Toronto",http://schools.tdsb.on.ca/balmybeach/,8.5,175/3021,,43.6764089,-79.2900597
elementary,Beaches Alternative Jr School,JK-06,"50 Swanwick Ave, Toronto",http://schools.tdsb.on.ca/beachesalternative,N/A,N/A,,43.6828723,-79.2989559
elementary,Beaumonde Heights Jr Middle School,JK-08,"70 Monterrey Drive, Etobicoke, ON",http://schools.tdsb.on.ca/beaumondeheights/,6.2,1444/3021,,43.7430679,-79.5748696
elementary,Bedford Park Public School,JK-08,"81 Ranleigh Ave, Toronto",http://bedfordpark.ca/,9.1,77/3021,,43.7275030,-79.4000615
elementary,Bennington Heights Elementary School,JK-06,"76 Bennington Heights, East York",http://schoolweb.tdsb.on.ca/benningtonheights/Home.aspx,9.0,91/3021,,43.6950078,-79.3710353
elementary,Bessborough Drive Elementary/Middle School,JK-08,"211 Bessborough Drive, East York, ON",http://schoolweb.tdsb.on.ca/bessborough/Home.aspx,7.3,687/3021,,43.7067783,-79.3702703
elementary,Beverley School,JK-08,"64 Baldwin St, Toronto",http://schools.tdsb.on.ca/beverley/,n/a,n/a,,43.6558169,-79.3957299
elementary,Blake Street Jr Public School,JK-06,"21 Boultbee Ave, Toronto",http://schoolweb.tdsb.on.ca/blakestreet/Home.aspx,6.2,1444/3021,,43.6718404,-79.3382205
elementary,Bloordale Middle School,06-08,"10 Toledo Rd, Etobicoke, ON",http://schoolweb.tdsb.on.ca/bloordale/Home.aspx,n/a,n/a,,43.6399318,-79.5727522
elementary,Bloorlea Middle School,06-08,"4050 Bloor St West, Etobicoke, ON",http://schoolweb.tdsb.on.ca/bloorlea/Home.aspx,n/a,n/a,,43.6378453,-79.5553792
elementary,Blythwood Jr Public School,JK-06,"2 Strathgowan Cres, Toronto",n/a,8.6,150/3021,,43.7199299,-79.3899443
elementary,Boys Leadership Academ at the Elms,04-06,"45 Golfdown Dr, Etobicoke",n/a,n/a,n/a,,43.7217699,-79.5521733
elementary,Braeburn Jr School,JK-05,"15 Tandridge Cres, Etobicoke",http://schoolweb.tdsb.on.ca/braeburn/Home.aspx,n/a,n/a,,43.7282579,-79.5486738
elementary,Briarcrest Jr School,JK-05,"60 Wellesworth Dr, Etobicoke",http://schoolweb.tdsb.on.ca/briarcrest/Home.aspx,n/a,n/a,,43.6667533,-79.5805196
elementary,Broadacres Junior School,JK-05,"45 Crendon Dr, Etobicoke",http://schoolweb.tdsb.on.ca/broadacres/Home.aspx,n/a,n/a,,43.6481001,-79.5712752
elementary,Brock Public School,JK-08,"893 Margueretta Street, Toronto, ON",http://schoolweb.tdsb.on.ca/brock/Home.aspx,7.2,751/3021,,43.6609811,-79.4405350
elementary,Brown Jr Public School,JK-06,"454 Avenue Rd, Toronto",http://brownschool.ca/,8.0,337/3021,,43.6848281,-79.4017976
elementary,Bruce Jr Public School,JK-06,"51 Larchmount Ave, Toronto",http://schoolweb.tdsb.on.ca/bruce/Home.aspx,5.3,2037/3021,,43.6610456,-79.3332050
elementary,Carleton Village Jr and Sr Sport Academy,JK-08,"315 Osler Street, Toronto",http://schoolweb.tdsb.on.ca/carletonvillage/Home.aspx,4.7,2322/3021,,43.6727374,-79.4601495
elementary,Charles G Fraser Jr Public School,JK-06,"79 Manning Ave, Toronto",http://schoolweb.tdsb.on.ca/charlesgfraser/Home.aspx,6.7,1101/3021,,43.6487055,-79.4092074
elementary,Chester Elementary School,JK-05,"115 Gowan Ave, East York",http://schoolweb.tdsb.on.ca/chester/Home.aspx,N/A,N/A,,43.6873937,-79.3517559
elementary,Church Street Jr Public School,JK-06,"83 Alexander Street, Toronto",http://schools.tdsb.on.ca/churchstreet/,6.4,1300/3021,,43.6634131,-79.3791940
elementary,City View Alternative Sr School,07-08,"38 Shirley Street, Toronto",http://schoolweb.tdsb.on.ca/cityview/Home.aspx,n/a,n/a,,43.6486893,-79.4368160
elementary,Claireville Jr School,JK-05,"350 Silverstone Dr, Etobicoke",n/a,n/a,n/a,,43.7481494,-79.5984750
elementary,Clinton Street Jr Public School,JK-06,"460 Manning Ave, Toronto",http://schoolweb.tdsb.on.ca/clintonstreet/Home.aspx,N/A,91/3021,,43.6579793,-79.4142901
elementary,Cosburn Middle School,06-08,"520 Cosburn Ave, East York, ON",http://schoolweb.tdsb.on.ca/cosburn/Home.aspx,n/a,n/a,,43.6939378,-79.3311900
elementary,Cottingham Jr Public School,JK-06,"85 Birch Ave, Toronto",n/a,10,1/3021,,43.6802032,-79.3955274
elementary,Crescent Town Elementary School,JK-04,"4 Massey Sq, East York",http://schoolweb.tdsb.on.ca/crescenttown/Home.aspx,n/a,n/a,,43.6969527,-79.2917997
elementary,DA Morrison Middle School,06-08,"271 Gledhill Ave, East York",http://schools.tdsb.on.ca/damorrison/,n/a,n/a,,43.6949778,-79.3114784
elementary,da Vinci School,JK-06,"33 Robert Street, Toronto",http://davincischool.ca/,n/a,n/a,,43.6587523,-79.4015756
elementary,David Hornell Jr School,JK-05,"32 Victoria St, Etobicoke",n/a,n/a,n/a,,43.6193222,-79.4889535
elementary,Davisville Jr Public School,JK-06,"43 Millwood Rd, Toronto",http://schoolweb.tdsb.on.ca/davisville/Home.aspx,N/A,N/A,,43.6994238,-79.3959051
elementary,Deer Park Jr and Sr Public School,JK-08,"23 Ferndale Ave, Toronto",http://schoolweb.tdsb.on.ca/deerpark/Home.aspx,8,337/3021,,43.6898214,-79.3912622
elementary,Delta Alternative Sr School,07-08,"301 Montrose Ave, Toronto",http://schoolweb.tdsb.on.ca/delta/Home.aspx,n/a,n/a,,43.6586898,-79.4184092
elementary,Dewson Street Jr Public School,JK-06,"65 Concord Ave, Toronto",n/a,5.4,1985/3021,,43.6560309,-79.4240098
elementary,Diefenbaker Elementary School,JK-05,"175 Plains Rd, East York",n/a,n/a,n/a,,43.6948612,-79.3315671
elementary,Dixon Grove Jr Middle Scohol,JK-08,"315 the Westway, Etobicoke",n/a,n/a,n/a,,43.6843701,-79.5556016
elementary,Dovercourt Public School,JK-08,"228 Bartlett Ave, Toronto",http://schoolweb.tdsb.on.ca/dovercourt/Home.aspx,6.1,1525/3021,,43.6673099,-79.4363971
elementary,Downtown Alternative School,JK-06,"85 Lower Jarvis, Toronto",http://schoolweb.tdsb.on.ca/downtownalt/Home.aspx,N/A,N/A,,43.6477380,-79.3706050
elementary,Duke of Connaught Jr and Sr Public School,JK-08,"70 Woodfield Rd, Toronto",http://schoolweb.tdsb.on.ca/dukeconnaught/Home.aspx,5.8,1729/3021,,43.6660961,-79.3231894
elementary,Dundas Jr Public School,JK-05,"935 Dundas St East, Toronto",http://schoolweb.tdsb.on.ca/dundas/Home.aspx,n/a,n/a,,43.6622457,-79.3484226
elementary,Earl Beatty Jr and Sr Public School,JK-08,"55 Woodington Ave, Toronto",http://schoolweb.tdsb.on.ca/earlbeatty/Home.aspx,6.1,1525/3021,,43.6860901,-79.3208259
elementary,Earl Grey Sr Public School,7.08,"100 Strathcona Ave, Toronto",http://schoolweb.tdsb.on.ca/earlgrey/Home.aspx,n/a,n/a,,43.6772315,-79.3403483
elementary,Earl Haig Public School,JK-08,"15 Earl Haig Ave, Toronto",http://schoolweb.tdsb.on.ca/earlhaigps/Home.aspx,6.8,1026/3021,,43.6811417,-79.3213121
elementary,Eatonville Jr School,JK-05,"15 Rossburn Dr, Etobicoke",http://schoolweb.tdsb.on.ca/eatonville/Home.aspx,n/a,n/a,,43.6382170,-79.5663673
elementary,Eglinton Jr Public School,JK-06,"223 Eglinton Ave E, Toronto",http://schoolweb.tdsb.on.ca/eglinton/Home.aspx,n/a,n/a,,43.7078267,-79.3906807
elementary,Elmbank Jr Middle Academy,JK-08,"10 Pittsboro Dr, Etobicoke",http://schoolweb.tdsb.on.ca/elmbank/Home.aspx,N/A,N/A,,43.7359156,-79.5899927
elementary,Elmlea Jr School,JK-05,"50 Hadrian Dr, Etobicoke",n/a,n/a,n/a,,43.7162600,-79.5499607
elementary,Equinox Holistic alternative School,JK-08,"151 Hiawatha Rd, Toronto",n/a,n/a,n/a,,43.6734173,-79.3228685
elementary,Essex Jr and Sr Public School,JK-08,"50 Essex St, Toronto",http://essexpublicschool.com/,5.9,1664/3021,,43.6683811,-79.4224004
elementary,Faywood Arts-Based Curriculum School,JK-08,"95 Faywood Blvd, Toronto",http://schools.tdsb.on.ca/faywood/,N/A,N/A,,43.7403257,-79.4466947
elementary,Fern Ave Jr and Sr Public School,JK-08,"128 Fern Ave, Toronto",http://fernavenuepublicschool.blogspot.ca/,6.8,1026/3021,,43.6454818,-79.4460855
elementary,Forest Hill Jr and Sr Public School,JK-08,"78 Dunloe Rd, Toronto",http://schoolweb.tdsb.on.ca/foresthillps/Home.aspx,N/A,N/A,,43.6954353,-79.4144580
elementary,Frankland Community School,JK-06,"816 Logan Ave, Toronto",http://schoolweb.tdsb.on.ca/frankland/Home.aspx,7.7,476/3021,,43.6770128,-79.3506814
elementary,Garden Ave Jr Public School,JK-06,"225 Garden Avenue, Toronto",http://schools.tdsb.on.ca/gardenave/,7.5,571/3021,,43.6430503,-79.4491152
elementary,General Mercer Jr Public School,JK-06,"30 Turnberry Ave, Toronto",http://schoolweb.tdsb.on.ca/generalmercer/Home.aspx,2.4,2916/3021,,43.6794687,-79.4642465
elementary,George R Gauld Jr School,JK-05,"200 Melrose St, Etobicoke",http://schoolweb.tdsb.on.ca/georgergauld/Home.aspx,N/A,N/A,,43.6207472,-79.4983149
elementary,George Webster Elementary School,JK-05,"2 Cedarcrest Blvd, East York",http://schoolweb.tdsb.on.ca/georgewebster/Home.aspx,N/A,N/A,,43.7017781,-79.2990807
elementary,Givins/Shaw Jr Public School,JK-06,"49 Givins St, Toronto",http://givinsshaw.com/,6.9,963/3021,,43.6461106,-79.4174919
elementary,Gledhill Jr Public School,JK-06,"2 Gledhill Ave, Toronto",http://schoolweb.tdsb.on.ca/gledhill/Home.aspx,4.5/10,2491/3046,,43.6875978,-79.3098837
elementary,Glen Ames Sr Public School,07-08,"18 Williamson Rd, Toronto",http://www.glenames.com/,N/A,N/A,,43.6745736,-79.2985441
elementary,Glenview Sr Public School,07-08,"401 Rosewell Ave, Toronto",http://schoolweb.tdsb.on.ca/glenview/Home.aspx,N/A,N/A,,43.7204643,-79.4094673
elementary,Gordon A Brown Middle School,06-08,"2800 St clair Ave E, East York, ON",http://schoolweb.tdsb.on.ca/gordonabrown/Home.aspx,N/A,N/A,,43.7078125,-79.3051517
elementary,Greenholme Jr Middle School,JK-08,"10 Jamestown Cres, Etobicoke, ON",http://schoolweb.tdsb.on.ca/greenholme/Home.aspx,4.8/10,2361/3046,,43.7348108,-79.5829514
elementary,High Park Jr School,JK-08,"265 Annette St, Toronto",http://www.hpalt.org/,8.2,262/3021,,43.6613668,-79.4731219
elementary,Highfield Jr School,JK-06,"85 Mount Olive Dr, Etobicoke",http://schoolweb.tdsb.on.ca/highfield/Home.aspx,N/A,N/A,,43.7453464,-79.5892723
elementary,Hillcrest Community School,JK-06,"44 Hilton Ave, Toronto",n/a,8.8,118/3021,,43.6795030,-79.4162153
elementary,Hilltop Middle School,06-08,"35 Trehorne Dr, Etobicoke, ON",http://schoolweb.tdsb.on.ca/hilltop/Home.aspx,N/A,N/A,,43.6884916,-79.5320277
elementary,Hodgson Sr Public School,07-08,"282 Davisville Ave, Toronto",http://schoolweb.tdsb.on.ca/hodgson/Home.aspx,N/A,N/A,,43.7012488,-79.3849964
elementary,Hollycrest Middle School,04-08,"630 Renforth Dr, Etibocoke, ON",http://schoolweb.tdsb.on.ca/hollycrest/Home.aspx,N/A,N/A,,,
elementary,Horizon Senior School,07-08,"570 Shaw St, Toronto",http://horizonalternative.ca/,N/A,N/A,,43.6575014,-79.4219476
elementary,Howard Jr Public School,JK-06,"30 Marmaduke St, Toronto",http://schoolweb.tdsb.on.ca/howard/Home.aspx,8.0,337/3021,,43.6507231,-79.4519734
elementary,Humber Valley Village Jr Middle School,JK-08,"65 Hartfield Rd, Etobicoke, ON",http://schoolweb.tdsb.on.ca/humbervalley/Home.aspx,n/a,n/a,,43.6654147,-79.5265012
elementary,Humberwood Downs Jr Middle Academy,JK-08,"850 Humberwood Blvd, Etobicoke",http://schools.tdsb.on.ca/humberwood/,n/a,n/a,,43.7282643,-79.6195442
elementary,Huron Street Jr Public School,JK-06,"541 Huron St, Toronto",http://schoolweb.tdsb.on.ca/huronstreet/Home.aspx,7.2,751/3021,,,
elementary,Indian Road Crescent Jr Public School,JK-06,"285 Indian Road Cres, Toronto",http://schoolweb.tdsb.on.ca/indianroad/Home.aspx,9.3,53/3021,,,
elementary,Island Public Natural Science School,JK-06,"30 Centre Island Park, Toronto",http://schoolweb.tdsb.on.ca/island/Home.aspx,7.5,571/3021,,,
elementary,Islington Jr Middle School,JK-08,"44 Cordova Ave, Etobicoke, ON",http://schools.tdsb.on.ca/islington/,n/a,n/a,,,
elementary,Jackman Avenue Jr Public School,JK-06,"79 jackman Ave, Toronto",http://schoolweb.tdsb.on.ca/jackman/Home.aspx,7.9,387/3021,,,
elementary,James S Bell Middle Sports Academy,JK-08,"90 Thirty First St, Etobicoke",http://schoolweb.tdsb.on.ca/jamessbell/Home.aspx,n/a,n/a,,43.5939822,-79.5304898
elementary,Jesse Ketchum Jr and Sr Public School,JK-08,"61 Davenport Rd, Toronto",http://schoolweb.tdsb.on.ca/jesseketchum/Home.aspx,7.8,433/3021,,43.6728949,-79.3921441
elementary,John D Parker Jr School,JK-05,"202 Mount Olive Dr, Etobicoke",n/a,N/A,N/A,,43.7534948,-79.5959381
elementary,John English Jr Middle School,JK-08,"95 Mimico Ave, Etobicoke, ON",http://schoolweb.tdsb.on.ca/johnenglish/Home.aspx,n/a,n/a,,43.6118743,-79.4941436
elementary,John Fisher Jr Public School,SK-06,"40 Erskine Ave, Toronto",n/a,N/A,N/A,,43.7119239,-79.3978739
elementary,John G Althouse MIddle School,06-08,"130 Lloyd Manor Rd, Etobicoke, ON",http://schoolweb.tdsb.on.ca/johngalthouse/Home.aspx,N/A,N/A,,43.6679030,-79.5544031
elementary,John Ross Robertson Jr Public School,JK-06,"130 Glengrove Ave W, Toronto",http://schoolweb.tdsb.on.ca/johnrossrobertson/Home.aspxhttp://www.johnwanless.ca/,n/a,n/a,,43.7187048,-79.4090241
elementary,John Wanless Jr Public School,JK-06,"245 Fairlawn Ave, Toronto",http://www.johnwanless.ca/,n/a,n/a,,43.7288275,-79.4126062
elementary,Karen Kain School of Arts,06-08,"60 Berl Ave, Etobicoke",http://kksa.ca/,N/A,N/A,,43.6313387,-79.5003755
elementary,Keele St Public School,JK-06,"99 Mountview Ave, Toronto",http://schoolweb.tdsb.on.ca/keelestreet/Home.aspx,7.1,808/3021,,43.6572426,-79.4616040
elementary,Kensington Community School,JK-06,"401 College Street, Toronto",n/a,N/A,N/A,,43.6563441,-79.4056335
elementary,Kew Beach Jr Public School,JK-06,"101 Kippendavie Ave, Toronto",http://schoolweb.tdsb.on.ca/kewbeach/Home.aspx,8.4,209/3021,,43.6686728,-79.3028440
elementary,Kimberley Jr Public School,JK-06,"50 Swanwick Ave, Toronto",http://schoolweb.tdsb.on.ca/kimberley/Home.aspx,7.0,888/3021,,43.6828723,-79.2989559
elementary,King Edward Jr and Sr Public School,JK-08,"112 Lippincott St, Toronto",http://schoolweb.tdsb.on.ca/kingedward/Home.aspx,6.8,1026/3021,,43.6580373,-79.4076004
elementary,Kingsview Village Jr School,JK-05,"1 York Rd, Etobicoke",http://schoolweb.tdsb.on.ca/kingsview/Home.aspx,N/A,N/A,,43.6977905,-79.5504978
elementary,Lambton Kingsway Jr Middle School,JK-08,"525 Prince Edward Dr, Etobicoke, ON",http://schoolweb.tdsb.on.ca/lambtonkingsway/Home.aspx,N/A,N/A,,43.6585636,-79.5087052
elementary,Lanor Jr Middle School,JK-0,"8450 Lanor Ave, Etobicoke, ON",http://schoolweb.tdsb.on.ca/lanor/Home.aspx,N/A,N/A,,43.6104752,-79.5383412
elementary,Leslieville Jr Public School,JK-06,"254 Leslie St, Toronto",http://schoolweb.tdsb.on.ca/leslieville/Home.aspx,6.5,1231/3021,,43.6676881,-79.3327569
elementary,Lord Dufferin Jr and Sr Public School,JK-08,"350 Parliament St, Toronto",http://www.lorddufferin.blogspot.ca/,2.8,2853/3021,,43.6605377,-79.3672201
elementary,Lord Lansdowne Jr and Sr Public School,JK-08,"33 Robert St, Toronto",http://schoolweb.tdsb.on.ca/lordlansdowne/Home.aspx,N/A,N/A,,43.6587523,-79.4015756
elementary,Lucy McCormick Sr School,07-08,"2717 Dundas St West, Toronto",http://schoolweb.tdsb.on.ca/lucymccormick/Home.aspx,N/A,N/A,,43.6644565,-79.4601882
elementary,Market Lane Jr and Sr Public School,JK-08,"246 The Esplanade, Toronto",http://schoolweb.tdsb.on.ca/marketlane/Home.aspx,3.7,2677/3021,,43.6502950,-79.3650918
elementary,Maurice Cody Jr Public School,JK-06,"364 Belsize Dr, Toronto",http://schoolweb.tdsb.on.ca/mauricecody/Home.aspx,N/A,N/A,,43.7052664,-79.3780756
elementary,McMurrich Jr Public School,JK-06,"115 Winona Dr, Toronto",n/a,7.3,687/3021,,43.6781455,-79.4305786
elementary,Melody Village Jr School,JK-05,"520 Silverstone Dr, Etobicoke",n/a,N/A,N/A,,43.7379059,-79.5946179
elementary,Mill Valley Jr School,JK-05,"411 Mill Rd, Etobicoke",http://schoolweb.tdsb.on.ca/millvalley/Home.aspx,N/A,N/A,,43.6442322,-79.5866367
elementary,Millwood Jr School,JK-05,"222 Mill Rd, Etobicoke",http://schoolweb.tdsb.on.ca/millwood/Home.aspx,N/A,N/A,,43.6329592,-79.5770682
elementary,Montrose Jr Public School,JK-06,"301 Montrose Ave, Toronto",http://schoolweb.tdsb.on.ca/montrose/Home.aspx,9.3,53/3021,,43.6586898,-79.4184092
elementary,Morse Street Jr Public School,JK-06,"180 Carlaw Ave, Toronto",http://schoolweb.tdsb.on.ca/morsestreet/Home.aspx,7.1,808/3021,,43.6599876,-79.3403078
elementary,Nelson Mandela Park Public School,JK-08,"440 Shuter St, Toronto",http://schoolweb.tdsb.on.ca/nelsonmandelapark/Home.aspx,3.9,2601/3021,,43.6584421,-79.3611543
elementary,Niagara Street Jr Public School,JK-06,"222 Niagara St, Toronto",http://schoolweb.tdsb.on.ca/niagara/Home.aspx,7.4,626/3021,,43.6437985,-79.4081249
elementary,Norseman Jr Middle School,JK-08,"105 Norseman St, Etobicoke, ON",http://schoolweb.tdsb.on.ca/norseman/Home.aspx,N/A,N/A,,43.6341938,-79.5162384
elementary,North Kipling Jr Middle School,JK-08,"2 Rowntree Rd, Etobicoke, ON",http://schoolweb.tdsb.on.ca/northkipling/Home.aspx,N/A,N/A,,43.7526170,-79.5847285
elementary,North Prep Junior Public School,JK-06,"1100 Spadina Rd, Toronto",http://schoolweb.tdsb.on.ca/northpreparatory/Home.aspx,N/A,N/A,,43.7058336,-79.4202501
elementary,Northlea Elementary and Middle School,JK-08,"305 Rumsey Rd, East York, ON",http://www.northleaschool.ca/,N/A,N/A,,43.7145759,-79.3691150
elementary,Northway Jr Public School,JK-06,"390 Kingston Rd, Toronto",http://schoolweb.tdsb.on.ca/norway/Home.aspx,6.7,1101/3021,,43.6760941,-79.3065919
elementary,Ogden Jr Public School,JK-06,"33 Phoebe St, Toronto",http://schoolweb.tdsb.on.ca/ogden/WelcometoOgdenJuniorPublicSchool.aspx,7.6,516/3021,,43.6499598,-79.3954689
elementary,Orde Street Jr Public School,JK-06,"18 orde St, Toronto",http://schoolweb.tdsb.on.ca/ordestreet/Home.aspx,7.1,808/3021,,43.6585407,-79.3920549
elementary,Oriole Park Jr Public School,JK-06,"80 Braemar Ave, Toronto",http://schoolweb.tdsb.on.ca/oriolepark/Home.aspx,n/a,n/a,,43.7021502,-79.4094414
elementary,Ossington Old Orchard Jr Public School,JK-06,"380 Ossington Ave, Toronto",http://myooops.com/,9.7,29/3021,,43.6525225,-79.4234434
elementary,Palmerston Ave Jr Public School,JK-06,"734 Palmerston Ave, Toronto",http://schoolweb.tdsb.on.ca/palmerston/Home.aspx,8.5,175/3021,,43.6684010,-79.4157446
elementary,Pape Avenue Jr Public School,JK-06,"220 Langley Ave, Toronto",http://schoolweb.tdsb.on.ca/papeavenue/Home.aspx,8.6,150/3021,,43.6705253,-79.3422906
elementary,Park Lawn Jr Middle School,JK-08,"71 Ballacaine Dr, Etobicoke, ON",http://schoolweb.tdsb.on.ca/parklawn/Home.aspx,N/A,N/A,,43.6378702,-79.4963834
elementary,Parkdale Jr and Sr Public School,JK-08,"78 Seaforth Ave, Toronto",http://schoolweb.tdsb.on.ca/parkdaleps/Home.aspx,2.6,2895/3021,,43.6436389,-79.4371449
elementary,Parkfield Jr School,JK-05,"31 Redgrave Dr, Etobicoke",http://schoolweb.tdsb.on.ca/parkfield/Home.aspx,N/A,N/A,,43.6819873,-79.5695370
elementary,Parkside Elementary School,JK-05,"401 Cedarvale Ave, East York",n/a,N/A,N/A,,43.6997962,-79.3166021
elementary,Pauline Jr Public School,JK-06,"100 Pauline Ave, Toronto",n/a,7.0,888/3021,,43.6632365,-79.4397046
elementary,Perth Avenue Jr Public School,JK-06,"14 Ruskin Ave, Toronto",http://schoolweb.tdsb.on.ca/perthavenue/Students.aspx,6.0,1590/3021,,43.6627933,-79.4527066
elementary,Presteign Heights Elementary School,JK-05,"2570 St clair Ave, East York ON M4B 3C5",http://schoolweb.tdsb.on.ca/presteign/Home.aspx,N/A,N/A,,43.7058167,-79.3176561
elementary,Princess Margaret Jr School,JK-05,"65 Tromley Dr, Etobicoke",http://schoolweb.tdsb.on.ca/princessmargaret/Home.aspx,N/A,N/A,,43.6710275,-79.5594052
elementary,Queen Alexandra Middle School,06-07,"181 Broadview Ave, Toronto, ON",http://schoolweb.tdsb.on.ca/queenalexandra/Home.aspx,N/A,N/A,,43.6621267,-79.3497383
elementary,Queen Victoria Public School,JK-06,"100 Close Ave, Toronto",http://schoolweb.tdsb.on.ca/queenvictoria/Home.aspx,7.1,808/3021,,43.6361457,-79.4345957
elementary,Quest Alternative Sr School,07-08,"25 Bain Ave, Toronto",http://schoolweb.tdsb.on.ca/quest/Home.aspx,N/A,N/A,,43.6705361,-79.3514807
elementary,RH McGregor Elementary School,JK-05,"555 Mortimer Ave, East York",http://schoolweb.tdsb.on.ca/rhmcgregor/Home.aspx,N/A,N/A,,43.6893721,-79.3271314
elementary,Rawlinson Community School,JK-08,"231 Glenholme Ave, Toronto",http://schoolweb.tdsb.on.ca/rawlinson/Home.aspx,5.1,2146/3021,,43.6839442,-79.4395836
elementary,Regal Rd Junior Public School,JK-06,"95 Regal Rd, Toronto",n/a,6.1,1525/3021,,43.6737211,-79.4402442
elementary,Rivercrest Junior School,JK-05,"30 Harefield Dr, Etobicoke",n/a,N/A,N/A,,43.7293369,-79.5698557
elementary,Rockcliffe MIddle School,06-08,"400 Rockcliffe Blvd, Toronto, ON",http://schoolweb.tdsb.on.ca/rockcliffe/Home.aspx,N/A,N/A,,43.6741227,-79.4896454
elementary,Roden Public School,JK-08,"151 Hiawatha Rd, Toronto",http://schoolweb.tdsb.on.ca/roden/Home.aspx,5.0,2196/3021,,43.6734173,-79.3228685
elementary,Rolph Road Elementary School,JK-06,"31 Rolph Rd, East York",http://rolphroadschool.com/,n/a,n/a,,43.7001704,-79.3656149
elementary,Rose Avenue Jr Public School,JK-06,"675 Ontario St, Toronto",n/a,4.1,2535/3021,,43.6699674,-79.3723810
elementary,Rosedale Jr Public School,JK-06,"22 South Drive, Toronto",n/a,10,1/3021,,43.6775258,-79.3815195
elementary,Rosethorn Jr School,JK-05,"2 Remington Dr, Etobicoke",http://schoolweb.tdsb.on.ca/rosethorn/Home.aspx,n/a,N/A,,43.6595078,-79.5399355
elementary,Runnymede Jr and Sr Public School,JK-08,"357 Runnymede Rd, Toronto",http://schoolweb.tdsb.on.ca/runnymede/Home.aspx,9.4,48/3021,,43.6558007,-79.4773817
elementary,Ryerson Community School,JK-08,"96 Denison Ave, Toronto",http://schoolweb.tdsb.on.ca/ryersoncommunity/Home.aspx,3.8,2642/3021,,43.6510339,-79.4026910
elementary,Second Street Jr Middle School,JK-08,"71 Second St, Etobicoke, ON",http://schoolweb.tdsb.on.ca/secondstreet/Home.aspx,n/a,n/a,,43.6039608,-79.4995295
elementary,Secord Elementary School,JK-05,"101 Barrington Ave, East York",http://schoolweb.tdsb.on.ca/secord/Home.aspx,N/A,N/A,,43.6918209,-79.3011200
elementary,Selwyn Elementary School,JK-05,"1 Selwyn Ave, East York",http://schoolweb.tdsb.on.ca/selwyn/OurSchool.aspx,N/A,N/A,,43.7086117,-79.3059798
elementary,Seneca Hill School,JK-08,"580 Rathburn Rd, Etobicoke",http://schoolweb.tdsb.on.ca/seneca/Home.aspx,N/A,N/A,,43.6509930,-79.5824489
elementary,Seventh Street Jr School,JK-05,"101 Seventh St, Etobicoke",http://schoolweb.tdsb.on.ca/seventhstreet/Home.aspx,N/A,N/A,,43.5996383,-79.5042118
elementary,Shirley St Jr Public School,JK-06,"38 Shirley Street, Toronto",http://schoolweb.tdsb.on.ca/shirleystreet/Home.aspx,7.7,476/3021,,43.6486893,-79.4368160
elementary,Sir Adam Beck Jr School,JK-05,"544 Horner Ave, Etobicoke",http://www.siradambeck.ca/,7.8/10,388/3046,,43.6015640,-79.5484481
elementary,Smithfield Middle School,06-08,"175 Mount Olive, Etobicoke, ON",http://schoolweb.tdsb.on.ca/smithfield/Home.aspx,N/A,N/A,,43.7497345,-79.5963590
elementary,Spectrum Alternative Sr School,07-08,"43 Millwood Rd, Toronto",http://schools.tdsb.on.ca/spectrum/Welcome_to_Spectrum.html,N/A,N/A,,43.6994238,-79.3959051
elementary,Sprucecourt Public School,JK-07,"70 Spruce St, Toronto",http://schools.tdsb.on.ca/sprucecourt/,4.9,2233/3021,,43.6645516,-79.3637508
elementary,St George’s Junior School,JK-05,"70 Princess Anne Cres, Etobicoke",http://schoolweb.tdsb.on.ca/stgeorges/Home.aspx,N/A,N/A,,43.6725877,-79.5412824
elementary,Sunny View Jr and Sr Public School,JK-08,"450 Blythwood Rd, Toronto",http://schoolweb.tdsb.on.ca/sunnyview/Home.aspx,N/A,N/A,,43.7200528,-79.3874782
elementary,Sunnylea Jr School,JK-05,"35 Glenroy Ave, Etobicoke",http://schoolweb.tdsb.on.ca/sunnylea/Home.aspx,N/A,N/A,,43.6422686,-79.5066318
elementary,Swansea Jr and Sr Public School,JK-08,"207 Windermere Ave, Toronto",http://schoolweb.tdsb.on.ca/swansea/Home.aspx,8.3,47/3046231/3021,,43.6432464,-79.4765206
elementary,The Elms Junior Middle School,JK-08,"45 Golfdown Dr, Etobicoke, ON",n/a,5.4/10,2052/3046,,43.7217699,-79.5521733
